"fips","county","state","population_county","population_state","hsa_nci_id","population_hsa","urban_hsa","population_county_2020_hsa","pct_urban","area_km2_state","area_km2_hsa","density_state","density_hsa","pop_ratio","log_density_hsa"
"16023","Butte","Idaho",2654,1893296,722,246511,29786,240425,0.123888946656962,215994.147959918,38170.3867845205,8.76549674091791,6.45817401305373,0.130202039195139,1.8653466173205
"16025","Camas","Idaho",1155,1893296,808,25734,5080,25349,0.200402382736992,215994.147959918,9652.30341872155,8.76549674091791,2.66609936340029,0.013592169423059,0.980616491654744
"16027","Canyon","Idaho",242405,1893296,716,831822,115048,805130,0.142893694186032,215994.147959918,48262.8654850258,8.76549674091791,17.2352385553668,0.43935126889826,2.84695604120561
"16029","Caribou","Idaho",7118,1893296,696,157267,19510,154479,0.126295483528506,215994.147959918,19933.3548674033,8.76549674091791,7.88964030621742,0.0830651942432668,2.06555054525299
"16031","Cassia","Idaho",25165,1893296,730,47087,15095,46268,0.32625140485865,215994.147959918,8644.5997372472,8.76549674091791,5.44698441006066,0.0248703847681504,1.69506213628264
"16033","Clark","Idaho",776,1893296,722,246511,29786,240425,0.123888946656962,215994.147959918,38170.3867845205,8.76549674091791,6.45817401305373,0.130202039195139,1.8653466173205
"16035","Clearwater","Idaho",8921,1893296,694,72167,2679,70898,0.0377866794549917,215994.147959918,31848.7821305416,8.76549674091791,2.26592651813819,0.0381171248447153,0.817983734073923
"16037","Custer","Idaho",4411,1893296,722,246511,29786,240425,0.123888946656962,215994.147959918,38170.3867845205,8.76549674091791,6.45817401305373,0.130202039195139,1.8653466173205
"16039","Elmore","Idaho",29046,1893296,716,831822,115048,805130,0.142893694186032,215994.147959918,48262.8654850258,8.76549674091791,17.2352385553668,0.43935126889826,2.84695604120561
"16041","Franklin","Idaho",14715,1893296,715,21267,1231,20566,0.0598560731304094,215994.147959918,4441.22641400451,8.76549674091791,4.78854217675973,0.0112327919142068,1.56622601786802
"16043","Fremont","Idaho",13701,1893296,722,246511,29786,240425,0.123888946656962,215994.147959918,38170.3867845205,8.76549674091791,6.45817401305373,0.130202039195139,1.8653466173205
"16045","Gem","Idaho",19854,1893296,716,831822,115048,805130,0.142893694186032,215994.147959918,48262.8654850258,8.76549674091791,17.2352385553668,0.43935126889826,2.84695604120561
"16047","Gooding","Idaho",15740,1893296,695,137925,30872,135008,0.228667930789287,215994.147959918,11559.6001639078,8.76549674091791,11.9316410640775,0.0728491477296735,2.47919378440968
"16049","Idaho","Idaho",17120,1893296,694,72167,2679,70898,0.0377866794549917,215994.147959918,31848.7821305416,8.76549674091791,2.26592651813819,0.0381171248447153,0.817983734073923
"16051","Jefferson","Idaho",32234,1893296,722,246511,29786,240425,0.123888946656962,215994.147959918,38170.3867845205,8.76549674091791,6.45817401305373,0.130202039195139,1.8653466173205
"16053","Jerome","Idaho",24788,1893296,695,137925,30872,135008,0.228667930789287,215994.147959918,11559.6001639078,8.76549674091791,11.9316410640775,0.0728491477296735,2.47919378440968
"16055","Kootenai","Idaho",177736,1893296,734,263380,11656,253227,0.046029846738302,215994.147959918,20483.6817496462,8.76549674091791,12.8580400349439,0.139111897981087,2.55396929933604
"16057","Latah","Idaho",40315,1893296,784,40315,2073,39517,0.0524584356099906,215994.147959918,2781.9544300662,8.76549674091791,14.491610489479,0.0212935536757063,2.67356989504804
"16059","Lemhi","Idaho",8166,1893296,813,8166,295,7974,0.0369952345121645,215994.147959918,11808.0445346399,8.76549674091791,0.691562432377721,0.00431311321631694,-0.368801846518649
"16061","Lewis","Idaho",3649,1893296,694,72167,2679,70898,0.0377866794549917,215994.147959918,31848.7821305416,8.76549674091791,2.26592651813819,0.0381171248447153,0.817983734073923
"16063","Lincoln","Idaho",5276,1893296,695,137925,30872,135008,0.228667930789287,215994.147959918,11559.6001639078,8.76549674091791,11.9316410640775,0.0728491477296735,2.47919378440968
"16065","Madison","Idaho",53578,1893296,722,246511,29786,240425,0.123888946656962,215994.147959918,38170.3867845205,8.76549674091791,6.45817401305373,0.130202039195139,1.8653466173205
"16067","Minidoka","Idaho",21922,1893296,730,47087,15095,46268,0.32625140485865,215994.147959918,8644.5997372472,8.76549674091791,5.44698441006066,0.0248703847681504,1.69506213628264
"16069","Nez Perce","Idaho",42477,1893296,694,72167,2679,70898,0.0377866794549917,215994.147959918,31848.7821305416,8.76549674091791,2.26592651813819,0.0381171248447153,0.817983734073923
"16071","Oneida","Idaho",4681,1893296,696,157267,19510,154479,0.126295483528506,215994.147959918,19933.3548674033,8.76549674091791,7.88964030621742,0.0830651942432668,2.06555054525299
"16073","Owyhee","Idaho",12284,1893296,716,831822,115048,805130,0.142893694186032,215994.147959918,48262.8654850258,8.76549674091791,17.2352385553668,0.43935126889826,2.84695604120561
"16075","Payette","Idaho",26190,1893296,729,41655,6082,40265,0.151049298398113,215994.147959918,8407.34824394916,8.76549674091791,4.95459433715969,0.0220013141104191,1.60031529503787
"16077","Power","Idaho",8018,1893296,696,157267,19510,154479,0.126295483528506,215994.147959918,19933.3548674033,8.76549674091791,7.88964030621742,0.0830651942432668,2.06555054525299
"16079","Shoshone","Idaho",13580,1893296,734,263380,11656,253227,0.046029846738302,215994.147959918,20483.6817496462,8.76549674091791,12.8580400349439,0.139111897981087,2.55396929933604
"16081","Teton","Idaho",12101,1893296,722,246511,29786,240425,0.123888946656962,215994.147959918,38170.3867845205,8.76549674091791,6.45817401305373,0.130202039195139,1.8653466173205
